Birim numarasý,Hanehalký tipi,Oturulan konutun tipi,Oturulan konutun mülkiyet durumu,Aylýk ödenen kira tutarý,Konutu kiralama þekli,Lojmandan faydalanan ferdin sýra numarasý,Aylýk izafi kira,Sahip olunan konutun borcu veya ipoteði olup olmadýðý,Oturulan konutun piyasa deðeri,Bu konutta ne kadar süredir oturulduðu (Yýl),Bu konutta ne kadar süredir oturulduðý (Ay),Oturulan binanýn yapýlýþ tarihi,Oturulan konutun oda sayýsý (salon dahil),Oturulan konutun faydalanýlan net alaný (metrekare),Salon zemin yapýsý,Oda zemin yapýsý,Mutfak zemin yapýsý,Banyo zemin yapýsý,Temel ýsýtma sistemi,Isýnma amacýyla kullanýlan yakýt türü 1,Isýnma amacýyla kullanýlan yakýt türü 2,Isýnma amacýyla kullanýlan yakýt türü 3,Yemek piþirmek amacýyla kullanýlan temel yakýt türü,Sýcak su elde etmek amacýyla kullanýlan temel yakýt türü,Günlük alýþveriþ hizmetlerine ulaþma zorluðu,Bankacýlýk hizmetlerine ulaþma zorluðu,Posta hizmetlerine ulaþma zorluðu,Toplu ulaþým hizmetlerine ulaþma zorluðu,Saðlýk merkezi hizmetlerine ulaþma zorluðu,Zorunlu eðitim okullarýna ulaþma zorluðu,Ýkinci konutun olup olmadýðý,Banyo sahipliði,Sauna sahipliði,Jakuzi sahipliði,Tuvalet (Ev içinde) sahipliði,Mutfak sahipliði,Çöp öðütücü sahipliði,Kalorifer sahipliði,Tabandan ýsýtma sistemi sahipliði,Borulu su sistemi (Þebeke suyu) sahipliði,Doðalgaz sahipliði,"Sýcak su (güneþ enerjisi, kombi, devamlý sýcak su, vb.) sahipliði",Kablolu yayýn sahipliði,Asansör sahipliði,Kapalý garaj sahipliði,Yüzme havuzu (Baðýmsýz veya müþterek) sahipliði,Jeneratör (Baðýmsýz veya müþterek) sahipliði,Güvenlik görevlisi/sistemi sahipliði,Balkon sahipliði,Bahçe sahipliði,Çocuk oyun alaný sahipliði,Telefon hattý sayýsý,Cep telefonu sayýsý,Bilgisayar sayýsý,Internet aboneliði  sayýsý,"Panel TV (Plazma, LCD, LED, 3D vb.) sayýsý",Video kamera  sayýsý,Uydu anteni  sayýsý,Buzdolabý  sayýsý,Derin dondurucu sayýsý,Bulaþýk makinesi sayýsý,Mikrodalga fýrýn sayýsý,Otomatik çamaþýr makinesi sayýsý,Çamaþýr kurutma makinesi sayýsý,Halý yýkama makinesi sayýsý,Klima  sayýsý,Oyun konsolu sayýsý,"Otomobil (binek, 4x4, van vb.) sayýsý","Ýþverence saðlanan araç (otomobil,minibüs,vb.) sayýsý",Motosiklet sayýsý,Motorlu-motorsuz deniz taþýtlarý sayýsý,Müstakil konut sahipliði,Müstakil konut miktarý,Müstakil konutun kiraya verilen miktarý,Müstakil konutun toplam aylýk kira degeri,Apartman dairesi sahipliði,Apartman dairesi miktarý,Apartman dairesi kiraya verilen miktarý,Apartman dairesi toplam aylýk kira degeri,Yazlýk sahipliði,Yazlýk miktarý,Yazlýk kiraya verilen miktarý,Yazlýk toplam aylýk kira degeri,Tarla sahipliði,Tarla miktarý,Tarla kiraya verilen miktarý,Tarla toplam aylýk kira degeri,Bað sahipliði,Bað miktarý,Bað kiraya verilen miktarý,Bað toplam aylýk kira degeri,Sera sahipliði,Sera miktarý,Sera kiraya verilen miktarý,Sera toplam aylýk kira degeri,Arsa sahipliði,Arsa miktarý,Arsa kiraya verilen miktarý,Arsa toplam aylýk kira degeri,"Dükkan, depo sahipliði","Dükkan, depo miktarý","Dükkan, depo kiraya verilen miktarý","Dükkan, depo toplam aylýk kira degeri","Otel, motel, pansiyon sahipliði","Otel, motel, pansiyon miktarý","Otel, motel, pansiyon kiraya verilen miktarý","Otel, motel, pansiyon toplam aylýk kira degeri",Elektrikli bisiklet sayýsý,Sigara içme alýþkanlýðý olan fert olup olmadýðý,Alkol içme alýþkanlýðý olan fert olup olmadýðý,Dýþarýda yemek yeme alýþkanlýðýnýn olup olmadýðý,Günlük gazete satýn alma alýþkanlýðý olup olmadýðý,Aylýk/haftalýk dergi veya mecmua satýn alma alýþkanlýðý olup olmadýðý,"Sinema, tiyatro, spor müsabakasý vb. yerlere gitme alýþkanlýðý olup olmadýðý",Ücretli TV yayýn aboneliði olup olmadýðý,"Ücret ödeyerek spor, eðlence, kültür vb. amaçlý faaliyette bulunup bulunmadýðý",Þans oyunlarý oynama alýþkanlýðý olup olmadýðý,"Kahvehane, kafe, lokal, internet kafe vb. yerlere gitme alýþkanlýðý olup olmadýðý","Hayat sigortasý, bireysel emeklilik primi veya isteðe baðlý sigorta primi ödenip ödenmediði",Kredi kartý kullanýlýp kullanýlmadýðý,Pazara gitme alýþkanlýðý olup olmadýðý,INTERNET_ALISVERIS_SIKLIK,Tasarrufu deðerlendirme þekli_1,Tasarrufu deðerlendirme þekli_2,Tasarrufu deðerlendirme þekli_3,Tasarrufu deðerlendirme þekli_4,Yýllýk kullanýlabilir hanehalký geliri (TL),OECD eþdeðer fert büyüklüðü,Hanehalký bazýnda harcama deðeri (TL),Hanehalký büyüklüðü,Faktor
1509533,4,4,1,,,,600,1,170000,4,,8,4,110,1,1,3,3,3,3,,,3,3,2,2,2,2,2,2,2,1,2,2,1,1,2,1,2,1,1,1,2,1,2,2,2,1,1,1,1,0,2,0,0,2,0,2,1,0,0,1,1,0,0,1,0,0,0,0,0,2,,,,1,1,0,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,1,2,1,2,2,2,1,2,2,2,2,2,1,2,90,,,,73859.76,1.5,3210.79,2,1994.9742829
1509535,2,1,4,,,,600,,,8,,5,3,100,1,3,3,3,5,11,,,4,5,4,4,4,4,4,4,2,1,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,1,1,1,1,4,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,1,1,2,2,2,2,2,2,2,2,2,1,1,2,90,,,,25798.9,2.5,4124.86,4,282.41337266
1509536,6,1,1,,,,450,2,100000,52,,2,3,75,2,1,7,7,5,11,12,,4,5,4,4,4,4,4,4,2,1,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,,2,,,,2,,,,1,7,0,,2,,,,2,,,,2,,,,2,,,,2,,,,0,2,2,2,2,2,2,2,2,2,2,2,2,1,2,90,,,,14411.41,1,1714.85,1,282.37848883
1509537,5,1,4,,,,500,,,8,,2,3,80,3,3,7,7,5,11,,,4,5,4,4,4,4,4,4,2,1,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,1,1,1,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,1,2,2,2,2,2,2,2,2,2,2,1,1,2,90,,,,34597.86,2.5,2428,4,281.97800267
1509538,1,1,2,500,2,,,,,15,,4,3,70,7,6,7,,5,11,,,4,4,4,4,4,4,4,4,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,90,,,,18953.8,2,2196.01,3,281.06190136
1509539,4,1,1,,,,400,2,100000,51,,2,2,70,1,7,7,7,5,12,11,,4,5,4,4,4,4,4,4,2,1,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,2,2,2,2,2,2,2,2,2,2,2,2,1,2,90,,,,18609.27,1.5,2279.43,2,281.50170888
1509541,2,4,4,,,,900,,,4,,7,4,135,1,1,3,3,3,3,,,3,3,1,1,1,1,1,1,2,1,2,1,1,1,2,1,2,1,1,1,2,1,2,2,2,1,1,2,2,1,2,2,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,1,2,1,2,2,2,1,2,2,2,1,1,1,2,5,,,,40056.23,2.1,3683.1,4,2020.68971
1509543,4,4,1,,,,800,2,250000,15,,6,4,120,1,1,3,3,6,5,,,4,5,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,1,2,1,2,1,2,2,2,2,1,2,2,1,2,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,2,,,,1,2,0,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,1,2,2,2,2,2,2,2,2,2,2,1,2,2,90,,,,48695.74,1.5,2124.91,2,1657.7278344
1509544,4,3,2,700,2,,,,,5,,5,4,120,1,1,3,3,7,5,,,4,5,1,1,1,1,1,1,2,1,2,2,1,1,2,2,2,1,2,1,2,1,2,2,2,2,1,2,2,0,2,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,1,2,2,2,2,2,2,2,2,2,2,2,1,2,90,,,,21396.96,1.5,1678.89,2,1576.1617835
1509548,2,4,1,,,,1100,2,300000,3,,8,4,100,1,1,3,3,2,3,,,4,3,2,4,4,2,2,2,2,1,2,2,1,1,1,1,2,1,1,1,2,1,1,2,2,1,1,1,1,1,4,1,1,1,1,1,1,2,1,2,1,2,2,4,2,1,0,0,0,2,,,,1,2,1,1085,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,2,2,1,2,2,1,2,1,2,2,1,1,1,2,90,,,,265591.55,2.3,8593.11,4,1163.8797108
1509550,1,4,1,,,,1000,2,330000,7,,8,4,139,1,1,3,3,3,3,,,3,3,4,4,4,2,3,3,2,1,2,2,1,1,2,1,2,1,1,1,2,1,2,2,2,1,1,2,2,1,3,1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0,2,,,,1,1,0,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,1,2,2,2,2,2,2,2,1,2,1,1,1,2,90,,,,47376.99,2,6470.05,3,1528.419248
1509552,4,4,1,,,,1200,2,300000,8,,8,4,139,1,1,3,3,3,3,,,3,3,4,4,4,2,2,2,2,1,2,2,1,1,2,1,2,1,1,1,2,1,2,2,2,1,1,2,2,0,2,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,,1,1,0,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,2,2,2,2,2,2,1,2,2,2,2,1,1,2,90,,,,48377.96,1.5,3382.49,2,1726.8115119
1509553,2,1,1,,,,300,2,60000,15,,6,3,110,1,1,3,3,5,11,12,,4,6,4,4,4,4,4,2,2,1,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,1,1,2,0,2,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,2,2,2,2,2,2,2,1,2,1,2,2,1,2,90,,,,45375.51,2.1,2523.71,4,1221.1751171
1509554,6,1,1,,,,350,2,60000,20,,3,3,80,1,1,6,3,5,11,12,,4,5,4,4,4,4,4,2,2,1,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,1,1,2,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,2,2,2,2,2,2,2,2,2,2,2,2,1,2,90,,,,15670.01,1,1556.75,1,1824.0555667
1509555,4,1,1,,,,300,2,60000,3,,8,3,80,3,3,3,3,5,11,12,,4,5,4,4,4,4,2,2,2,1,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,1,1,2,0,2,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,1,2,2,2,2,2,2,2,2,1,2,2,1,2,90,,,,15874.45,1.5,1564.39,2,1036.9569076
1509556,2,1,3,0,,2,300,,,3,,8,3,60,3,1,3,3,6,5,,,4,5,4,4,4,4,2,2,2,1,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,1,1,1,0,1,1,1,1,1,1,0,0,2,0,1,0,0,0,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,,,,77286.23,2.1,2054.11,4,1205.6248152
1509557,4,1,4,,,,300,,,27,,5,3,90,3,3,3,3,90,,,,4,6,4,4,4,4,4,2,2,1,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,1,1,2,0,2,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,90,,,,26599.67,1.5,3744.83,2,1098.2399184
1509558,3,1,2,300,2,,,,,0,6,5,3,85,6,6,3,6,5,11,12,,4,5,4,4,4,4,4,2,2,1,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,0,2,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,1,1,2,2,2,2,2,2,2,2,2,1,2,2,90,,,,13753.72,2.4,1798.75,5,1130.3441413
1509560,1,3,2,950,2,,,,,5,,5,4,136,1,1,3,3,3,7,,,4,7,2,2,2,2,2,2,2,1,2,2,1,1,2,1,2,1,2,1,2,2,2,2,2,2,1,1,2,1,3,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,1,2,2,2,2,2,2,2,2,2,1,1,2,2,90,,,,92225.01,2,5170.36,3,1400.4149225
1509561,6,3,2,750,2,,,,,3,,8,3,70,1,1,3,3,3,7,,5,4,5,2,2,2,2,2,2,2,1,2,2,1,1,2,1,2,1,2,1,2,2,2,2,2,2,1,2,2,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,1,2,1,1,2,2,2,2,2,2,2,1,2,2,90,,,,16047.72,1,1508.89,1,3565.4747774
1509562,2,1,4,,,,500,,,23,,5,3,60,3,3,3,3,5,11,12,,4,5,3,3,3,3,3,2,2,1,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,0,4,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,1,2,2,2,2,2,2,2,2,2,2,1,2,2,90,,,,34517.62,2.3,3085.1,4,2085.5507177
1509563,2,3,1,,,,1000,2,200000,4,,6,4,110,1,1,3,3,3,7,,,4,7,2,2,2,2,2,2,2,1,2,2,1,1,2,1,2,1,2,1,2,2,2,2,2,2,1,2,2,0,3,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,2,,,,1,1,0,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,90,,,,38684.48,2.5,3372.04,4,1428.6068554
1509565,2,3,4,,,,400,,,5,,5,5,170,1,1,1,3,5,11,12,,4,5,1,1,1,1,1,1,2,1,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,0,3,1,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,1,2,2,2,2,2,2,2,2,2,2,1,1,2,90,,,,23102.63,2.3,2381.07,4,1402.8469299
1509566,4,4,1,,,,500,2,100000,22,,6,4,95,2,2,3,3,6,5,,,4,5,1,1,1,1,1,1,2,1,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,1,2,1,0,1,0,1,1,0,1,1,1,0,0,2,0,1,0,0,0,2,,,,1,1,0,,2,,,,2,,,,2,,,,2,,,,1,700,0,,2,,,,2,,,,0,1,2,2,1,2,2,2,2,2,2,2,2,1,2,90,,,,60006.75,1.5,2778.77,2,1699.1255796
1509570,6,3,4,,,,350,,,33,,5,4,99,7,7,3,3,5,11,12,,4,4,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,,2,,,,2,,,,1,22,0,,2,,,,2,,,,2,,,,2,,,,2,,,,0,2,2,2,2,2,2,2,2,2,2,2,2,1,2,90,,,,14723.6,1,1009.86,1,2972.6708258
1509571,6,1,1,,,,250,2,50000,50,,1,2,50,6,6,6,6,5,11,12,,4,4,2,4,4,4,4,4,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,90,,,,4886.64,1,462.07,1,2675.1308111
1509572,1,1,4,,,,300,,,17,,5,3,70,6,6,6,6,5,11,12,,4,4,4,4,4,4,4,4,2,1,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,0,2,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,1,2,2,2,2,2,2,2,2,2,2,1,1,2,90,,,,31138.3,2,1435.98,3,1471.7550789
1509573,1,1,1,,,,300,2,70000,40,,4,3,60,1,1,1,3,5,11,12,,4,6,3,3,2,3,3,2,2,1,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,1,1,2,0,2,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,,2,,,,2,,,,1,15,0,,2,,,,2,,,,2,,,,2,,,,2,,,,0,1,1,2,2,2,2,2,2,2,2,2,2,1,2,90,,,,32660.78,2,2105.4,3,1504.440247
1509574,1,1,2,285,2,,,,,4,,5,4,120,7,7,7,7,5,11,12,,4,5,4,4,2,3,3,3,2,1,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,1,1,2,0,2,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,2,2,2,2,2,2,2,2,2,2,2,1,1,2,90,,,,16376.9,1.8,3835.74,3,1650.5323961
1509575,3,2,1,,,,350,1,60000,2,,8,4,100,6,6,3,3,5,11,12,,4,5,4,4,2,3,4,4,2,1,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,0,3,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,,2,,,,2,,,,1,2,0,,2,,,,2,,,,2,,,,2,,,,2,,,,0,1,2,2,2,2,2,2,2,2,2,2,1,1,2,90,,,,16369.52,3.1,2147.73,6,2612.4477628
1509576,4,1,1,,,,350,2,70000,20,,6,4,100,1,1,3,3,5,11,12,,4,6,3,3,3,3,3,3,2,1,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,1,1,2,0,2,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,,2,,,,2,,,,2,,,,1,2,0,,2,,,,2,,,,2,,,,2,,,,0,1,2,1,2,2,2,2,2,2,2,2,1,1,2,90,,,,53268.99,1.5,2629.07,2,1223.1289817
1509583,3,1,1,,,,150,2,25000,7,,8,3,117,6,6,6,3,5,11,12,13,4,6,2,5,5,3,3,3,2,1,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,0,2,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,,2,,,,2,,,,1,10,0,,2,,,,2,,,,2,,,,2,,,,2,,,,0,1,2,1,2,2,2,2,2,2,1,2,2,2,2,90,,,,43734.83,2.7,4960.68,6,1474.3702572
1509584,6,1,1,,,,100,2,22000,10,,7,4,100,6,6,6,6,5,12,13,,4,5,3,5,5,3,3,3,2,1,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,90,,,,7841.22,1,354.66,1,1329.6416593
1509585,2,1,1,,,,100,2,50000,5,,8,3,80,3,3,3,3,5,12,11,,4,6,4,4,4,2,2,2,2,1,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,1,1,1,0,2,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,90,,,,18698.43,2.1,2387.09,4,935.70848431
1509586,3,1,1,,,,100,2,10000,2,,8,1,70,6,6,6,6,5,12,13,11,4,6,4,4,4,2,2,4,2,1,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,1,2,2,2,2,2,2,2,2,2,2,1,2,2,90,,,,3901.51,2.4,835.01,5,923.81864315
1509587,3,1,1,,,,150,2,20000,15,,6,2,100,6,6,3,3,5,12,11,,4,5,2,3,3,2,2,2,1,1,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,1,1,1,0,3,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,2,0,,2,,,,2,,,,2,,,,1,2,0,,2,,,,2,,,,2,,,,2,,,,0,2,2,1,2,2,2,2,1,2,2,2,2,2,2,90,,,,66881.88,2.6,6108.65,5,773.74973679
1509588,3,1,1,,,,100,2,20000,8,,8,3,90,6,6,6,,5,12,13,,4,13,3,5,5,3,3,3,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,0,2,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,90,,,,12609.8,2.9,1363.15,6,1318.0164669
1509597,5,3,1,,,,550,2,130000,17,,6,4,140,1,1,1,3,4,3,,,3,3,2,2,2,2,3,2,2,1,2,2,1,1,2,2,2,1,1,1,2,2,1,2,2,2,1,1,2,1,3,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,2,,,,1,3,2,1000,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,1,2,2,2,2,2,2,2,2,2,2,1,2,2,90,,,,48657.63,2.3,2550.77,4,555.62037098
1509599,6,4,1,,,,500,2,100000,17,,6,4,120,1,1,1,3,3,3,,,3,3,2,2,2,2,3,2,2,1,2,2,1,1,2,1,2,1,1,1,2,2,2,2,2,2,1,2,2,1,2,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,2,,,,1,1,0,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,1,2,2,1,2,2,2,2,2,1,2,1,2,2,90,,,,28123.75,1.5,1664.41,2,607.81460175
1509601,4,1,1,,,,200,2,30000,20,,4,4,110,2,2,6,6,5,11,,,4,6,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,,1,1,1,650,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,98,,,,27513.38,1.5,714.88,2,1155.3111067
1509602,1,1,1,,,,200,2,30000,3,,5,3,75,6,6,6,6,5,11,,,4,6,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,90,,,,68973,2,2582.77,3,1889.2829163
1509603,6,1,1,,,,200,2,30000,50,,3,3,89,2,2,2,6,5,11,,,4,11,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,90,,,,8545.2,1,651.7,1,2259.6399185
1509604,6,1,1,,,,200,2,30000,30,,4,2,80,2,2,2,6,5,11,,,4,6,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,90,,,,4243.56,1,490.01,1,2259.6399185
1509605,5,1,1,,,,200,2,30000,17,,5,4,120,1,1,4,6,5,11,,,4,6,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,0,5,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,,1,12,6,1200,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,2,2,2,2,2,2,2,2,2,2,2,2,1,2,90,,,,68675.98,5.3,3025,12,1900.7195141
1509606,1,1,1,,,,200,2,30000,40,,4,4,120,2,2,2,6,5,11,,,4,11,2,2,2,2,2,2,1,1,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,2,0,,2,,,,2,,,,1,30,0,,2,,,,2,,,,2,,,,2,,,,2,,,,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,90,,,,43675.26,1.8,1767.48,3,976.78352319
1509607,3,3,2,300,2,,,,,3,,5,3,80,4,4,3,3,5,12,5,11,4,5,2,4,4,4,4,2,2,1,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,0,3,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,1,2,2,2,2,2,2,2,2,2,2,1,1,2,90,,,,14277.35,2.9,1538.96,6,871.79094263
