BULTEN;HHTIPI;KONUTTIP;MULKIYET;KIRA_AY;KIRA_SEK;LOJ_FERT;IZAFI_K;KONUTSAH;KON_BORC;KONDEGER;OTUR_SUR;BINA_TAR;ODA_SAY;KON_ALAN;zemin_SAL;zemin_ODA;zemin_MUT;zemin_BAN;ISIT_SIS;YAKIT_1;YAKIT_2;YAKIT_3;YAKIT_MUT;YAKIT_SU;zor_alýs;zor_banka;zor_posta;zor_ulas;zor_saglý;zor_egiti;konutiki;konut2_n;BANYO;SAUNA;JAKUZI;TUVALET;MUTFAK;COPOGUT;KALORIF;TABANISI;SU_SIS;DOG_GAZ;SICAKSU;KABLOYAY;ASANSOR;GARAJ;HAVUZ;JENRATOR;TELEFON;CEPTEL;BILGISAY;INTERN;LCDTELE;KAMERA;UYDUANT;BUZDOLAB;DERINDON;BULASIK;M_FIRIN;CAMASIR;KURUTMA;HALIYIKA;KLIMA;OYUNKONS;OTOADET;OTOADET2;OTOADET3;ISOTOADT;MOTOADET;DENTADET;MUSKONUT;MUSMIK;MUSKIRA;MUSKDEG;APARTMAN;APTMIK;APTKIRA;APTKDEG;YAZLIK;YAZMIK;YAZKIRA;YAZKDEG;TARLA;TARMIK;TARKIRA;TARKDEG;BAG;BAGMIK;BAGKIRA;BAGKDEG;SERA;SERAMIK;SERAKIRA;SERAKDEG;ARSA;ARSAMIK;ARSAKIRA;ARSAKDEG;DUKKAN;DUKMIK;DUKKIRA;DUKKDEG;OTEL;OTELMIK;OTELKIRA;OTELKDEG;YILKULGEL;EFB_OECD;HARCAMA;HHB;faktor
1410399;6;4;1;;;;2000;2004;2;500000;10;5;4;150;1;1;3;3;2;3;;;4;5;3;3;3;3;3;3;2;;1;0;0;1;1;0;1;0;1;1;1;1;1;0;0;0;1;2;1;1;1;0;0;1;0;1;0;1;0;0;0;1;1;0;;0;0;0;0;;;;1;2;0;;0;;;;0;;;;0;;;;0;;;;0;;;;1;2;2;1600;0;;;;86629,48;1,5;4509,89;2;2822,565575
1410402;1;4;1;;;;1500;2001;2;400000;13;5;4;100;1;1;3;3;2;3;;;3;3;3;3;3;3;3;3;2;;1;0;0;1;1;0;1;0;1;1;1;0;1;0;0;0;1;2;1;1;1;0;1;1;0;1;1;1;0;0;1;0;1;0;;0;0;0;0;;;;1;1;0;;0;;;;0;;;;0;;;;0;;;;1;200;0;;0;;;;0;;;;122697,08;1,8;12883,04;3;2588,297786
1410403;6;4;1;;;;2000;1993;2;600000;21;6;4;140;1;1;8;8;3;3;;;3;3;3;3;3;3;3;3;2;;1;0;0;1;1;0;1;0;1;1;1;0;1;0;0;0;1;1;1;1;0;0;1;1;0;1;0;1;0;0;1;0;0;;;0;0;0;0;;;;1;1;0;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;54020,74;1;4322,68;1;6212,414893
1410404;6;3;1;;;;2000;1993;2;350000;20;3;3;85;5;5;3;3;3;3;;;3;3;3;4;4;4;4;4;2;;1;0;0;1;1;0;1;0;1;1;1;1;0;0;0;0;1;2;1;1;0;0;0;1;0;1;1;1;0;0;0;0;0;;;0;0;0;0;;;;1;1;0;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;117748,34;1,5;4295,55;2;2151,664701
1410407;5;4;1;;;;700;1985;2;110000;29;5;3;80;5;4;3;3;3;3;;;3;3;4;4;4;4;4;4;1;3;1;0;0;1;1;0;1;0;1;1;1;0;0;0;0;0;1;1;0;0;1;0;1;1;0;1;0;1;0;0;0;0;0;;;0;0;0;0;;;;1;3;1;1000;1;1;0;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;37402,21;1,5;2742,68;2;2089,59747
1410408;1;4;1;;;;600;1994;2;110000;9;5;4;110;4;4;3;3;3;3;;;3;3;4;4;4;4;4;4;2;;1;0;0;1;1;0;1;0;1;1;1;0;0;0;0;0;1;3;0;0;0;0;1;1;0;1;0;1;0;0;0;0;0;;;0;0;0;0;;;;1;1;0;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;32948,01;2;1659,99;3;2485,251285
1410410;2;4;1;;;;750;2000;2;100000;15;5;3;75;1;1;4;3;3;3;;;3;3;4;4;4;4;4;4;1;3;1;0;0;1;1;0;1;0;1;1;1;0;0;0;0;1;1;2;1;1;0;0;1;1;0;1;1;1;0;0;2;1;0;;;0;0;0;0;;;;1;1;0;;1;1;0;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;61937,18;2,1;4208,07;4;2304,398783
1410411;7;3;2;875;2;;;;;;3;6;4;120;1;1;3;3;3;3;;;3;3;4;4;4;4;4;4;2;;1;0;0;1;1;0;1;0;1;1;1;0;0;0;0;0;1;2;1;1;1;0;1;1;0;1;0;1;0;0;0;0;0;;;0;0;0;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;41590,6;1,5;4656;2;2277,561079
1410412;5;4;1;;;;1500;1999;2;400000;5;6;4;135;4;1;3;3;3;3;;;5;3;4;4;4;4;4;4;2;;1;0;0;1;1;0;1;0;1;1;1;0;0;0;0;0;1;3;4;1;1;0;1;1;0;1;1;1;0;0;1;0;1;0;;0;0;0;0;;;;1;1;0;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;49299,21;2,3;4615,5;4;1402,126097
1410413;1;4;1;;;;1400;1996;2;400000;18;6;4;125;1;1;3;3;2;3;;;3;3;4;4;4;4;4;4;1;2;1;0;0;1;1;0;1;0;1;1;1;0;1;0;0;0;1;3;1;1;2;0;1;1;0;1;1;1;0;1;1;0;1;0;;0;0;0;0;;;;1;2;1;700;1;1;0;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;43445,49;2;4661,89;3;1829,420334
1410414;4;4;1;;;;1000;1993;2;200000;22;5;4;100;1;1;3;3;3;3;;;3;3;4;4;4;4;4;4;2;;1;0;0;1;1;0;1;0;1;1;1;1;1;0;0;0;1;2;2;1;1;0;0;1;0;1;0;1;0;0;0;1;1;0;;0;0;0;0;;;;1;1;0;;0;;;;0;;;;0;;;;0;;;;0;;;;1;1;0;;0;;;;40833,31;1,5;2206,63;2;2729,788965
1410416;3;4;1;;;;1300;1994;2;300000;15;6;4;120;1;1;3;3;3;3;;;3;3;4;4;4;4;4;4;2;;1;0;0;1;1;0;1;0;1;1;1;0;1;0;0;0;0;2;2;1;1;1;0;1;1;1;1;1;0;0;1;0;1;0;;0;0;0;0;;;;1;2;0;;0;;;;1;20;0;;1;5;0;;0;;;;1;400;0;;0;;;;0;;;;74594,11;2,4;5367,1;5;2637,389846
1410417;1;1;1;;;;900;2003;2;300000;11;7;5;180;1;1;3;3;3;3;;;3;3;3;3;3;3;3;3;2;;1;0;0;1;1;0;1;0;1;1;1;0;0;1;0;0;0;3;1;1;2;0;0;1;1;1;0;1;0;0;1;0;0;;;0;0;0;1;1;0;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;34652,18;2;3559,78;3;1809,054293
1410419;3;3;2;550;2;;;;;;0;3;3;90;1;1;3;3;3;3;;;3;3;3;3;3;3;3;3;2;;1;0;0;1;1;0;1;0;1;1;1;0;0;0;0;0;1;4;1;1;1;0;0;1;1;1;0;1;0;0;0;0;0;;;0;0;0;1;1;0;;0;;;;0;;;;1;31;0;;0;;;;0;;;;0;;;;0;;;;0;;;;45569,01;2,8;1957,02;5;2169,110483
1410421;6;4;2;450;2;;;;;;9;5;3;90;1;1;3;3;3;3;;;3;3;3;3;3;3;3;3;2;;1;0;0;1;1;0;1;0;1;1;1;0;0;0;0;0;0;2;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;;;0;1;0;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;22530,78;1,5;1640,52;2;3337,642641
1410422;3;4;1;;;;800;2013;2;180000;1;8;3;110;1;1;3;3;3;3;;;3;3;3;3;3;3;3;3;2;;1;0;0;1;1;0;1;0;1;1;1;0;1;1;0;0;0;2;1;1;1;0;0;1;0;1;0;1;0;0;1;0;1;0;;0;0;0;0;;;;1;1;0;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;75416,27;2,4;8202,89;5;3227,489426
1410424;6;3;4;0;;;550;;;110000;1;7;2;60;1;1;1;3;3;3;;;3;3;2;2;2;2;2;3;2;;1;0;0;1;1;0;1;0;1;1;1;0;1;1;0;0;0;1;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0;;;0;0;0;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;15033,82;1;1423,79;1;5255,973522
1410425;1;4;2;600;2;;;;;;2;8;4;145;1;1;3;3;3;3;;;3;3;2;2;2;2;2;3;2;;1;0;0;1;1;0;1;0;1;1;1;0;1;1;0;0;0;2;3;1;1;0;1;1;0;1;0;1;1;0;0;0;1;0;;0;0;0;0;;;;1;1;0;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;75630,35;1,8;13716,95;3;2598,648201
1410426;1;4;1;;;;1000;2013;2;300000;1;8;5;150;1;1;3;3;3;3;;;3;3;1;1;1;2;3;3;2;;1;0;0;1;1;0;1;0;1;1;1;0;1;1;0;0;0;2;2;1;0;1;1;1;0;1;1;1;0;0;0;0;0;;;0;0;0;0;;;;1;1;0;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;52301,68;1,8;3884,89;3;2219,082709
1410427;3;7;1;;;;2000;2011;1;900000;3;8;6;200;1;1;3;3;3;3;;;3;3;2;2;2;3;3;2;2;;1;0;0;1;1;0;1;0;1;1;1;0;0;1;0;0;1;3;1;0;1;1;1;1;0;1;1;1;0;0;0;0;1;0;;0;0;0;1;1;0;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;150786,38;2,9;8300,23;6;2967,393547
1410428;2;4;2;800;2;;;;;;6;7;4;125;1;1;3;3;3;3;;;3;3;2;1;1;2;3;3;1;2;1;0;0;1;1;0;1;0;1;1;1;0;1;1;0;0;1;3;1;1;1;0;1;1;1;1;0;1;0;0;0;0;0;;;0;0;0;0;;;;1;1;0;;1;1;0;;0;;;;0;;;;0;;;;0;;;;1;1;1;1400;0;;;;95664,47;2,3;5695,2;4;2341,102287
1410429;3;4;1;;;;700;2010;1;170000;4;5;3;90;1;1;7;3;3;3;;;3;3;3;3;3;3;3;3;2;;1;0;0;1;1;0;1;0;1;1;1;0;0;0;0;0;1;4;1;1;1;0;1;1;0;0;0;1;0;0;0;0;0;;;0;0;0;0;;;;1;1;0;;0;;;;0;;;;1;3;0;;0;;;;1;292;0;;0;;;;0;;;;59642,3;2,8;5709,91;5;3105,74583
1410430;3;4;4;0;;;600;;;170000;10;6;3;90;1;4;3;3;3;3;;;3;3;3;3;3;3;3;3;2;;1;0;0;1;1;0;1;0;1;1;1;0;0;0;0;0;0;2;2;1;1;0;1;1;0;1;0;1;0;0;0;0;1;0;;0;0;0;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;43015,82;2,4;3107,02;5;3120,578814
1410431;6;4;1;;;;500;1985;2;110000;29;5;3;75;1;1;3;3;3;3;;;3;3;3;3;3;3;3;3;2;;1;0;0;1;1;0;1;0;1;1;1;0;0;0;0;0;1;2;1;1;1;0;1;1;0;1;0;1;0;0;0;0;1;0;;0;0;0;0;;;;1;6;4;2000;0;;;;0;;;;0;;;;0;;;;0;;;;1;2;0;;0;;;;45225,89;1,5;3858,57;2;1804,318436
1410432;1;4;1;;;;900;2006;2;190000;7;6;4;125;1;1;3;3;3;3;;;3;3;3;3;3;3;3;3;2;;1;0;1;1;1;0;1;0;1;1;1;0;1;0;0;0;1;2;3;1;1;1;1;1;0;1;0;1;0;0;0;1;1;0;;0;0;0;0;;;;1;1;0;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;67141,16;1,8;4760,28;3;1929,826829
1410433;1;4;2;650;2;;;;;;4;5;3;90;4;4;3;3;3;3;;;3;3;3;3;3;3;3;3;2;;1;0;0;1;1;0;1;0;1;1;1;0;0;0;0;0;0;3;1;1;1;0;1;1;0;1;1;1;0;0;0;0;1;0;;0;0;0;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;54582,34;2;4132,11;3;1799,435681
1410434;1;6;4;0;;;750;;;180000;8;8;3;70;1;1;3;3;3;3;;;3;3;3;3;3;3;3;3;2;;1;0;0;1;1;0;1;0;1;1;1;0;1;1;0;0;0;2;2;0;1;0;1;1;0;0;0;1;0;0;1;0;1;0;;0;0;0;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;37696,3;1,8;5198,95;3;2204,422732
1410435;6;5;1;;;;1200;2004;2;600000;9;7;5;135;1;1;3;3;3;3;;;3;3;4;4;4;4;4;4;1;3;1;0;0;1;1;0;1;0;1;1;1;0;1;0;0;0;1;3;2;1;2;0;1;1;0;1;1;1;0;0;2;0;1;0;;0;0;0;0;;;;1;5;4;2400;1;1;0;;1;3;1;1030;0;;;;0;;;;1;500;0;;1;1;1;2000;0;;;;98910,72;2;11808,04;3;1624,344512
1410436;2;5;1;;;;1000;1997;2;300000;16;6;5;150;1;1;3;3;3;3;;;3;3;3;4;4;4;4;4;2;;1;0;0;1;1;0;1;0;1;1;1;0;0;0;0;0;1;4;2;1;2;1;1;1;1;1;1;1;1;1;0;1;1;0;;0;0;0;0;;;;1;2;1;500;0;;;;0;;;;0;;;;0;;;;1;750;0;;0;;;;0;;;;93506,62;2,3;11446,76;4;2099,308198
1410437;4;4;2;750;2;;;;;;3;7;3;90;1;1;3;3;3;3;;;3;3;4;4;4;4;4;4;2;;1;0;0;1;1;0;1;0;1;1;1;0;0;0;0;0;0;2;1;1;1;0;0;1;0;1;0;1;0;0;0;0;0;;;0;0;0;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;73001,76;1,5;3342,81;2;3843,718942
1410439;5;5;1;;;;1000;2007;2;300000;7;8;5;130;1;1;3;3;3;3;;;3;3;4;4;4;4;4;4;2;;1;0;0;1;1;0;1;0;1;1;1;0;0;0;0;0;0;2;2;1;1;0;0;1;0;1;0;1;0;0;1;0;0;;;0;0;0;0;;;;1;1;0;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;35862,33;1,8;2861,39;3;1529,872236
1410440;1;4;4;0;;;500;;;200000;15;5;3;80;1;1;3;3;3;3;;;3;3;4;4;4;4;4;4;2;;1;0;0;1;1;0;1;0;1;1;1;1;0;0;0;0;1;3;3;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;;0;0;0;0;;;;0;;;;0;;;;1;3;0;;0;;;;0;;;;0;;;;0;;;;0;;;;97350,13;2;5567,58;3;2040,385597
1410441;1;6;1;;;;500;1995;2;80000;19;6;3;90;1;1;3;3;3;3;;;3;3;4;4;4;4;4;4;2;;1;0;0;1;1;0;1;0;1;1;1;0;0;0;0;0;1;3;1;1;1;0;1;1;0;0;0;1;0;0;0;0;0;;;0;0;0;0;;;;1;1;0;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;59333;2;3050,45;3;2698,753702
1410442;5;3;1;;;;550;1995;2;70000;19;5;2;75;1;1;3;3;3;3;;;3;3;4;4;4;4;4;4;2;;1;0;0;1;1;0;1;0;1;1;1;0;0;0;0;0;0;3;0;0;0;0;1;1;0;1;1;1;0;0;0;0;1;0;;0;0;0;0;;;;1;1;0;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;29540,8;2,8;3120,91;5;3509,215225
1410443;4;4;1;;;;600;2012;2;250000;2;8;4;120;1;1;3;3;3;3;;;3;3;4;4;4;4;4;4;2;;1;0;0;1;1;0;1;0;1;1;1;0;1;0;0;0;0;2;1;1;0;0;1;1;0;1;0;1;0;0;0;0;0;;;0;0;0;0;;;;1;1;0;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;75898,58;1,5;4115,62;2;3313,196779
1410444;2;4;4;0;;;600;;;150000;17;6;3;90;1;1;3;3;3;3;;;3;3;4;4;4;4;4;4;2;;1;0;0;1;1;0;1;0;1;1;1;0;0;0;0;0;1;3;1;1;1;0;1;1;0;0;0;1;0;0;0;1;0;;;0;0;0;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;43218,8;2,3;2773,22;4;2287,378807
1410445;6;4;1;;;;600;2004;2;110000;9;5;3;90;1;1;3;3;3;3;;;3;3;4;4;4;4;4;4;2;;1;0;0;1;1;0;1;0;1;1;1;0;0;0;0;0;0;1;1;1;1;0;1;1;0;1;0;1;0;1;0;1;0;;;0;1;0;0;;;;1;1;0;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;29446,61;1;2391,25;1;6231,247905
1410446;4;4;4;0;;;600;;;150000;1;6;4;140;1;1;3;3;3;3;;;3;3;4;4;4;4;4;4;2;;1;0;0;1;1;0;1;0;1;1;1;0;0;0;0;0;0;2;1;0;1;0;1;1;0;1;0;1;0;0;0;0;0;;;1;0;0;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;56036,99;1,5;4605,25;2;2946,771656
1410447;6;4;1;;;;600;2004;2;200000;10;7;3;85;1;4;3;3;3;3;;;3;3;3;3;3;3;3;3;1;2;1;0;0;1;1;0;1;0;1;1;1;0;0;0;0;0;1;0;0;0;1;0;1;1;0;1;0;1;0;0;0;0;0;;;0;0;0;0;;;;1;2;1;400;1;1;0;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;22961,4;1;2402,08;1;4720,202825
1410448;4;4;2;300;2;;;;;;10;5;4;120;4;4;3;3;1;1;2;;4;5;3;3;3;3;3;3;2;;1;0;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;2;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;;;0;0;0;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;17304,05;1,5;1367,01;2;3660,786571
1410449;5;4;1;;;;450;1980;2;85000;34;4;4;90;1;1;3;3;3;3;;;3;3;3;3;3;3;3;3;2;;1;0;0;1;1;0;1;0;1;1;1;0;0;0;0;0;1;4;1;0;1;0;1;1;0;1;0;1;0;0;0;0;1;0;;0;0;0;0;;;;1;1;0;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;63787,2;3,5;6164,87;6;6134,634757
1410450;4;4;1;;;;500;1986;2;90000;28;4;4;95;1;4;3;3;1;3;;;3;3;3;3;3;3;3;3;2;;1;0;0;1;1;0;0;0;1;1;1;0;0;0;0;0;1;2;0;0;0;0;1;1;0;1;0;1;0;0;0;0;1;0;;0;0;0;0;;;;1;1;0;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;30986,84;1,5;2013,97;2;2207,256853
1410451;2;4;2;650;2;;;;;;5;5;3;90;1;1;3;3;3;3;;;3;3;3;3;3;3;3;3;2;;1;0;0;1;1;0;1;0;1;1;1;0;0;0;0;0;1;4;1;1;1;0;1;1;0;1;0;1;0;0;1;0;1;0;;0;0;0;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;61376,08;2,5;7130,28;4;3516,856699
1410452;4;6;1;;;;400;2009;2;85000;5;5;2;60;1;1;3;3;3;3;;;3;3;3;3;3;3;3;3;1;2;1;0;0;1;1;0;1;0;1;1;1;0;0;0;0;0;0;2;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;;;0;1;0;0;;;;1;4;3;1500;1;1;0;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;46532,69;1,5;2527,92;2;2207,256853
1410453;2;4;1;;;;1000;1996;2;400000;18;5;4;105;1;1;3;3;3;3;;;3;3;4;4;4;4;4;4;2;;1;0;0;1;1;0;1;0;1;1;1;0;1;0;0;0;1;4;1;0;1;0;1;1;1;1;1;1;0;1;1;0;0;;;1;0;0;1;1;0;;1;1;0;;0;;;;1;3;0;;1;2;0;;0;;;;1;700;0;;1;1;1;1200;0;;;;73237,04;2,5;4642,5;4;3290,390459
1410454;6;4;1;;;;1000;1999;2;200000;15;6;4;100;1;1;3;3;3;3;;;3;3;4;4;4;4;4;4;2;;1;0;0;1;1;0;1;0;1;1;1;0;1;0;0;0;0;1;0;0;1;0;1;1;0;1;0;1;0;0;0;0;0;;;0;0;0;0;;;;1;2;0;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;28299,29;1,5;2060,72;2;3086,660018
1410457;6;4;1;;;;1200;2012;2;280000;2;6;4;125;1;1;3;3;3;3;;;3;3;2;2;2;2;2;2;2;;1;0;0;1;1;0;1;0;1;1;1;0;0;0;0;0;0;2;1;1;3;0;1;1;0;1;1;1;0;0;0;0;0;;;0;0;0;0;;;;1;2;1;600;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;23726,93;1;2479,81;1;5430,57666
1410460;5;3;4;0;;;2000;;;450000;4;6;4;150;1;1;8;3;3;3;;;3;3;3;3;3;3;3;3;2;;1;0;0;1;1;0;1;0;1;1;1;0;1;1;0;0;0;3;1;1;2;0;1;1;0;1;0;1;0;0;0;0;1;0;;0;0;0;0;;;;1;1;1;400;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;58029,6;2;6164,93;3;3764,787784
1410464;4;4;1;;;;1600;1997;2;350000;17;6;4;130;1;1;3;3;3;3;;;3;3;3;3;3;3;3;3;2;;1;0;0;1;1;0;1;0;1;1;1;0;0;0;0;0;0;2;0;0;1;0;1;1;0;1;1;1;0;0;1;0;0;;;1;0;0;0;;;;1;1;0;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;69031,59;1,5;4771,87;2;3637,225999
1410468;2;4;1;;;;550;2003;2;150000;11;6;4;150;1;1;3;3;3;3;;;3;3;3;2;3;3;3;3;2;;1;0;0;1;1;0;1;0;1;1;1;0;0;0;0;0;0;2;1;1;0;0;1;1;1;1;0;1;0;1;0;0;0;;;0;0;0;0;;;;1;1;0;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;25363,98;2,1;4303,53;4;2990,456084
1410469;2;3;1;;;;400;1992;2;70000;21;6;3;100;4;4;3;3;1;2;1;;4;5;3;2;3;3;3;2;2;;1;0;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;2;1;1;1;0;1;1;1;1;0;1;0;0;0;0;1;0;;0;0;0;0;;;;1;1;0;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;13395,19;2,3;1630,17;4;1479,817778
1410470;5;4;1;;;;450;2009;2;100000;5;6;4;140;1;1;3;3;3;3;;;3;3;3;2;2;4;3;2;2;;1;0;0;1;1;0;1;0;1;1;1;0;0;0;0;0;0;4;1;1;1;0;1;1;1;0;0;1;0;0;0;0;1;0;;0;0;0;0;;;;1;1;0;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;60128,48;3,6;5155,55;7;5204,110297
1410472;4;4;2;800;2;;;;;;0;7;4;140;2;2;3;3;3;3;;;3;3;3;3;3;3;3;3;2;;1;0;0;1;1;0;1;0;1;1;1;1;1;0;0;1;0;2;1;1;1;0;0;1;0;1;1;1;0;0;0;0;0;;;0;0;0;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;55286,68;1,5;3579,47;2;3077,151701
1410473;2;3;2;200;2;;;;;;5;7;4;140;2;2;3;3;3;3;;;3;3;3;3;3;3;3;3;2;;1;0;0;1;1;0;1;0;1;1;1;1;1;0;0;1;0;2;1;0;1;0;0;1;0;1;1;1;0;0;0;0;1;0;;0;0;0;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;1;350;0;;0;;;;0;;;;60762,06;2,1;2910,02;4;2479,651246
1410474;6;3;1;;;;700;2002;2;170000;6;7;4;140;2;2;3;3;3;3;;;3;3;3;3;3;3;3;3;2;;1;0;0;1;1;0;1;0;1;1;1;0;1;0;0;0;1;2;0;0;1;0;1;1;0;1;0;1;0;0;0;0;1;0;;0;0;0;0;;;;1;2;0;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;49438,5;1,5;2423,57;2;2888,591839
1410475;4;4;1;;;;800;2002;2;200000;2;7;4;140;1;1;3;3;3;3;;;3;3;3;3;3;3;3;3;2;;1;0;0;1;1;0;1;0;1;1;1;0;1;0;0;0;0;2;0;0;1;0;1;1;1;1;0;1;0;0;0;0;0;;;0;0;0;0;;;;1;2;1;500;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;37487,42;1,5;3885,36;2;2098,450971
1410476;4;4;1;;;;750;2003;2;220000;11;7;4;135;1;1;3;3;3;3;;;3;3;3;3;3;3;3;3;2;;1;0;0;1;1;0;1;0;1;1;1;0;1;0;0;0;1;1;0;0;0;0;1;1;0;1;1;1;0;0;0;0;1;0;;0;0;0;0;;;;1;1;0;;0;;;;1;1;0;;0;;;;0;;;;0;;;;0;;;;0;;;;34890,1;1,5;2568,3;2;2023,606344
1410477;3;4;2;350;2;;;;;;1;6;4;120;1;1;3;3;1;1;2;;3;3;4;3;3;3;3;3;2;;1;0;0;1;1;0;1;0;1;1;1;0;0;0;0;0;0;2;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;;;0;0;0;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;36536,4;3,6;3151,71;7;2360,144298
1410478;6;4;4;0;;;400;;;160000;3;8;3;95;1;1;3;3;3;4;3;;3;3;4;3;3;3;3;3;2;;1;0;0;1;1;0;1;0;1;1;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;;;0;0;0;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;20556,32;1;1359,33;1;4470,473466
1410479;2;4;1;;;;450;1996;2;120000;17;6;5;140;1;1;1;3;3;3;;;3;3;4;3;3;3;3;3;1;2;1;0;0;1;1;0;1;0;1;1;1;0;0;0;0;0;1;4;1;1;1;0;1;1;1;1;1;1;0;0;0;1;1;0;;0;0;0;0;;;;1;2;1;500;1;1;0;;0;;;;0;;;;0;;;;1;280;0;;0;;;;0;;;;144938,6;2,5;6232,04;4;2890,588742
1410480;5;4;1;;;;400;2003;2;100000;9;6;3;120;1;1;3;3;3;3;;;3;3;4;3;3;3;3;3;2;;1;0;0;1;1;0;1;0;1;1;1;0;0;0;0;0;0;4;0;0;1;0;1;1;0;1;0;1;0;0;0;0;1;0;;0;0;0;0;;;;1;1;0;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;55171,52;3,1;5624,62;6;4440,369246
1410481;2;4;4;0;;;400;;;80000;16;6;4;130;1;1;3;3;3;3;;;3;3;4;3;3;3;3;3;1;2;1;0;0;1;1;0;1;0;1;1;1;0;0;0;0;0;0;4;1;1;1;0;1;1;0;1;0;1;0;0;0;0;0;;;0;0;0;0;;;;0;;;;1;1;0;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;100834,91;2,5;5959,49;4;2366,16868
1410482;3;4;4;0;;;500;;;120000;7;8;3;117;1;1;3;3;3;3;;;3;3;4;3;3;3;3;3;2;;1;0;0;1;1;0;1;0;1;1;1;0;0;0;0;0;0;3;1;0;1;0;1;1;0;1;0;1;0;1;0;0;1;0;;0;0;0;0;;;;0;;;;0;;;;1;2;0;;0;;;;0;;;;0;;;;0;;;;0;;;;40943,01;2,8;4244,12;5;2715,322736
